campaign_id,campaign_name,campaign_type,platform,product_id,start_date,end_date,budget,actual_spend,impressions,clicks,created_at
731,Video - TikTok - Dec2023,Video,TikTok,52,2023-12-16,2024-02-02,54961,53366.46,22923438,1800541,2023-12-03T00:00:00
732,Video - TikTok - Dec2023,Video,TikTok,54,2023-12-16,2024-02-02,54961,53366.46,22923438,1800541,2023-12-06T00:00:00
733,Email - TikTok - May2024,Email,TikTok,7,2024-05-01,2024-07-15,5191,4832.66,1989007,153473,2024-04-27T00:00:00
734,Email - TikTok - May2024,Email,TikTok,34,2024-05-01,2024-07-15,5191,4832.66,1989007,153473,2024-04-28T00:00:00
735,Display - Instagram - Oct2022,Display,Instagram,22,2022-10-05,2022-12-26,19012,17496.54,1379075,45342,2022-10-03T00:00:00
736,Display - Instagram - Oct2022,Display,Instagram,43,2022-10-05,2022-12-26,19012,17496.54,1379075,45342,2022-09-28T00:00:00
737,Display - Instagram - Oct2022,Display,Instagram,35,2022-10-05,2022-12-26,19012,17496.54,1379075,45342,2022-09-26T00:00:00
738,Search - LinkedIn - May2022,Search,LinkedIn,44,2022-05-28,2022-06-12,54692,43638.74,9074888,334015,2022-05-17T00:00:00
739,Search - LinkedIn - May2022,Search,LinkedIn,12,2022-05-28,2022-06-12,54692,43638.74,9074888,334015,2022-05-15T00:00:00
740,Influencer - Facebook - Oct2023,Influencer,Facebook,24,2023-10-16,2023-12-14,21244,24980.19,12177591,366639,2023-10-15T00:00:00
741,Influencer - Facebook - Oct2023,Influencer,Facebook,42,2023-10-16,2023-12-14,21244,24980.19,12177591,366639,2023-10-08T00:00:00
742,Influencer - Instagram - Oct2021,Influencer,Instagram,46,2021-10-07,2021-11-04,73940,57555.06,8090372,435958,2021-10-02T00:00:00
743,Influencer - Instagram - Oct2021,Influencer,Instagram,58,2021-10-07,2021-11-04,73940,57555.06,8090372,435958,2021-09-23T00:00:00
744,Video - Facebook - Nov2022,Video,Facebook,60,2022-11-19,2022-12-08,128707,115343.14,39190673,1363159,2022-11-14T00:00:00
745,Video - Facebook - Nov2022,Video,Facebook,61,2022-11-19,2022-12-08,128707,115343.14,39190673,1363159,2022-11-09T00:00:00
746,Video - Facebook - Nov2022,Video,Facebook,4,2022-11-19,2022-12-08,128707,115343.14,39190673,1363159,2022-11-10T00:00:00
747,Email - Twitter - Nov2022,Email,Twitter,18,2022-11-26,2023-02-16,8036,5981.2,1102198,62934,2022-11-20T00:00:00
748,Email - Twitter - Nov2022,Email,Twitter,51,2022-11-26,2023-02-16,8036,5981.2,1102198,62934,2022-11-22T00:00:00
749,Email - Twitter - Nov2022,Email,Twitter,50,2022-11-26,2023-02-16,8036,5981.2,1102198,62934,2022-11-15T00:00:00
750,Search - YouTube - Mar2021,Search,YouTube,1,2021-03-14,2021-05-31,87544,75079.12,14718836,431236,2021-03-02T00:00:00
751,Search - YouTube - Mar2021,Search,YouTube,11,2021-03-14,2021-05-31,87544,75079.12,14718836,431236,2021-03-06T00:00:00
752,Search - YouTube - Mar2021,Search,YouTube,34,2021-03-14,2021-05-31,87544,75079.12,14718836,431236,2021-03-10T00:00:00
753,Search - YouTube - Mar2021,Search,YouTube,12,2021-03-14,2021-05-31,87544,75079.12,14718836,431236,2021-03-12T00:00:00
754,Search - YouTube - Mar2021,Search,YouTube,56,2021-03-14,2021-05-31,87544,75079.12,14718836,431236,2021-03-01T00:00:00
755,Social Media - Google - May2023,Social Media,Google,46,2023-05-04,2023-07-20,7856,6147.24,1935719,74890,2023-05-02T00:00:00
756,Social Media - Google - May2023,Social Media,Google,11,2023-05-04,2023-07-20,7856,6147.24,1935719,74890,2023-04-22T00:00:00
757,Social Media - Google - May2023,Social Media,Google,37,2023-05-04,2023-07-20,7856,6147.24,1935719,74890,2023-04-28T00:00:00
758,Social Media - Google - May2023,Social Media,Google,26,2023-05-04,2023-07-20,7856,6147.24,1935719,74890,2023-04-20T00:00:00
759,Social Media - Google - May2023,Social Media,Google,64,2023-05-04,2023-07-20,7856,6147.24,1935719,74890,2023-04-29T00:00:00
760,Search - LinkedIn - Jan2023,Search,LinkedIn,43,2023-01-03,2023-02-14,4784,4201.01,1215105,47562,2022-12-26T00:00:00
761,Search - LinkedIn - Jan2023,Search,LinkedIn,62,2023-01-03,2023-02-14,4784,4201.01,1215105,47562,2022-12-30T00:00:00
762,Search - LinkedIn - Jan2023,Search,LinkedIn,57,2023-01-03,2023-02-14,4784,4201.01,1215105,47562,2022-12-23T00:00:00
763,Email - Twitter - Jan2024,Email,Twitter,23,2024-01-18,2024-02-22,3625,4275.45,1829535,132835,2024-01-05T00:00:00
764,Email - Twitter - Jan2024,Email,Twitter,22,2024-01-18,2024-02-22,3625,4275.45,1829535,132835,2024-01-17T00:00:00
765,Email - Twitter - Jan2024,Email,Twitter,63,2024-01-18,2024-02-22,3625,4275.45,1829535,132835,2024-01-06T00:00:00
766,Email - Twitter - Jan2024,Email,Twitter,7,2024-01-18,2024-02-22,3625,4275.45,1829535,132835,2024-01-12T00:00:00
767,Email - Twitter - Jan2024,Email,Twitter,15,2024-01-18,2024-02-22,3625,4275.45,1829535,132835,2024-01-15T00:00:00
768,Display - Twitter - Aug2021,Display,Twitter,47,2021-08-17,2021-08-30,15154,13497.04,6238388,226277,2021-08-06T00:00:00
769,Social Media - Facebook - Sep2022,Social Media,Facebook,38,2022-09-13,2022-11-04,21471,16803.64,7268970,513843,2022-08-30T00:00:00
770,Social Media - Facebook - Sep2022,Social Media,Facebook,17,2022-09-13,2022-11-04,21471,16803.64,7268970,513843,2022-09-12T00:00:00
771,Social Media - Facebook - Sep2022,Social Media,Facebook,54,2022-09-13,2022-11-04,21471,16803.64,7268970,513843,2022-09-09T00:00:00
772,Display - LinkedIn - Feb2023,Display,LinkedIn,49,2023-02-06,2023-04-30,27181,21248.87,6370091,295755,2023-02-05T00:00:00
773,Video - Facebook - Feb2022,Video,Facebook,22,2022-02-18,2022-03-18,40024,46887.26,12397103,775945,2022-02-12T00:00:00
774,Video - Facebook - Feb2022,Video,Facebook,26,2022-02-18,2022-03-18,40024,46887.26,12397103,775945,2022-02-16T00:00:00
775,Video - Facebook - Feb2022,Video,Facebook,63,2022-02-18,2022-03-18,40024,46887.26,12397103,775945,2022-02-04T00:00:00
776,Video - Facebook - Feb2022,Video,Facebook,10,2022-02-18,2022-03-18,40024,46887.26,12397103,775945,2022-02-12T00:00:00
777,Video - Facebook - Feb2022,Video,Facebook,19,2022-02-18,2022-03-18,40024,46887.26,12397103,775945,2022-02-12T00:00:00
778,Influencer - YouTube - May2020,Influencer,YouTube,3,2020-05-17,2020-07-25,60191,44293.59,10838949,112417,2020-05-10T00:00:00
779,Influencer - YouTube - May2020,Influencer,YouTube,64,2020-05-17,2020-07-25,60191,44293.59,10838949,112417,2020-05-12T00:00:00
780,Influencer - YouTube - Oct2023,Influencer,YouTube,12,2023-10-28,2023-12-10,17951,17553.97,6306588,129607,2023-10-21T00:00:00
781,Influencer - YouTube - Oct2023,Influencer,YouTube,40,2023-10-28,2023-12-10,17951,17553.97,6306588,129607,2023-10-24T00:00:00
782,Search - Google - Aug2023,Search,Google,24,2023-08-07,2023-10-28,85704,78344.22,17648685,1278488,2023-08-01T00:00:00
783,Social Media - Instagram - May2021,Social Media,Instagram,41,2021-05-24,2021-08-01,42002,,8015978,547061,2021-05-12T00:00:00
784,Display - YouTube - Jul2024,Display,YouTube,3,2024-07-01,2024-08-19,2182,2496.37,709385,17590,2024-06-27T00:00:00
785,Display - YouTube - Jul2024,Display,YouTube,39,2024-07-01,2024-08-19,2182,2496.37,709385,17590,2024-06-18T00:00:00
786,Display - LinkedIn - Jan2024,Display,LinkedIn,30,2024-01-07,2024-02-29,8441,7533.52,3552321,183992,2024-01-04T00:00:00
787,Display - LinkedIn - Jan2024,Display,LinkedIn,46,2024-01-07,2024-02-29,8441,7533.52,3552321,183992,2023-12-27T00:00:00
788,Display - LinkedIn - Jan2024,Display,LinkedIn,26,2024-01-07,2024-02-29,8441,7533.52,3552321,183992,2023-12-30T00:00:00
789,Display - LinkedIn - Jan2024,Display,LinkedIn,21,2024-01-07,2024-02-29,8441,7533.52,3552321,183992,2024-01-05T00:00:00
790,Display - LinkedIn - Jan2024,Display,LinkedIn,43,2024-01-07,2024-02-29,8441,7533.52,3552321,183992,2024-01-04T00:00:00
791,Influencer - Facebook - Jun2024,Influencer,Facebook,33,2024-06-09,2024-08-29,68370,62940.25,3864075,80023,2024-06-05T00:00:00
792,Social Media - YouTube - Jan2023,Social Media,YouTube,52,2023-01-13,2023-04-12,10557,9851.66,1460847,93363,2023-01-11T00:00:00
793,Social Media - YouTube - Jan2023,Social Media,YouTube,23,2023-01-13,2023-04-12,10557,9851.66,1460847,93363,2023-01-06T00:00:00
794,Video - Google - Jan2024,Video,Google,19,2024-01-30,2024-04-21,84371,94285.14,30063848,418220,2024-01-25T00:00:00
795,Social Media - Facebook - Mar2021,Social Media,Facebook,27,2021-03-03,2021-04-17,7912,6077.79,939456,9546,2021-02-17T00:00:00
796,Social Media - Facebook - Mar2021,Social Media,Facebook,43,2021-03-03,2021-04-17,7912,6077.79,939456,9546,2021-02-19T00:00:00
797,Social Media - Facebook - Mar2021,Social Media,Facebook,3,2021-03-03,2021-04-17,7912,6077.79,939456,9546,2021-02-27T00:00:00
798,Social Media - Facebook - Mar2021,Social Media,Facebook,18,2021-03-03,2021-04-17,7912,6077.79,939456,9546,2021-02-20T00:00:00
799,Search - YouTube - Jan2020,Search,YouTube,23,2020-01-30,2020-03-20,96890,113135.04,40609317,1229468,2020-01-28T00:00:00
800,Search - YouTube - Jan2020,Search,YouTube,29,2020-01-30,2020-03-20,96890,113135.04,40609317,1229468,2020-01-19T00:00:00
801,Search - YouTube - Jan2020,Search,YouTube,42,2020-01-30,2020-03-20,96890,113135.04,40609317,1229468,2020-01-17T00:00:00
802,Search - YouTube - Jan2020,Search,YouTube,8,2020-01-30,2020-03-20,96890,113135.04,40609317,1229468,2020-01-27T00:00:00
803,Video - LinkedIn - Oct2021,Video,LinkedIn,17,2021-10-27,2022-01-22,85625,76942.65,6168550,380020,2021-10-23T00:00:00
804,Video - LinkedIn - Oct2021,Video,LinkedIn,61,2021-10-27,2022-01-22,85625,76942.65,6168550,380020,2021-10-15T00:00:00
805,Video - LinkedIn - Oct2021,Video,LinkedIn,37,2021-10-27,2022-01-22,85625,76942.65,6168550,380020,2021-10-26T00:00:00
806,Social Media - LinkedIn - Feb2024,Social Media,LinkedIn,50,2024-02-10,2024-05-07,11980,9366.67,3628503,63147,2024-01-28T00:00:00
807,Social Media - LinkedIn - Feb2024,Social Media,LinkedIn,21,2024-02-10,2024-05-07,11980,9366.67,3628503,63147,2024-02-02T00:00:00
808,Social Media - LinkedIn - Feb2024,Social Media,LinkedIn,41,2024-02-10,2024-05-07,11980,9366.67,3628503,63147,2024-02-03T00:00:00
809,Influencer - Instagram - Sep2024,Influencer,Instagram,62,2024-09-01,2024-10-15,47625,50190.44,10949284,622541,2024-08-24T00:00:00
810,Influencer - Instagram - Sep2024,Influencer,Instagram,54,2024-09-01,2024-10-15,47625,50190.44,10949284,622541,2024-08-18T00:00:00
811,Influencer - Instagram - Sep2024,Influencer,Instagram,44,2024-09-01,2024-10-15,47625,50190.44,10949284,622541,2024-08-31T00:00:00
812,Influencer - Google - Oct2020,Influencer,Google,19,2020-10-04,2020-12-25,21539,24813.5,10104363,775782,2020-09-21T00:00:00
813,Influencer - Google - Oct2020,Influencer,Google,30,2020-10-04,2020-12-25,21539,24813.5,10104363,775782,2020-09-22T00:00:00
814,Search - Facebook - Sep2022,Search,Facebook,36,2022-09-11,2022-12-01,64552,71040.12,4224499,202223,2022-09-03T00:00:00
815,Search - Facebook - Sep2022,Search,Facebook,44,2022-09-11,2022-12-01,64552,71040.12,4224499,202223,2022-09-09T00:00:00
816,Influencer - LinkedIn - Sep2022,Influencer,LinkedIn,52,2022-09-10,2022-11-28,43323,34270.75,2267145,162819,2022-09-06T00:00:00
817,Influencer - LinkedIn - Sep2022,Influencer,LinkedIn,13,2022-09-10,2022-11-28,43323,34270.75,2267145,162819,2022-09-07T00:00:00
818,Influencer - Google - Dec2021,Influencer,Google,15,2021-12-29,2022-03-11,68966,61045.39,25416982,2005983,2021-12-25T00:00:00
819,Influencer - Google - Dec2021,Influencer,Google,10,2021-12-29,2022-03-11,68966,61045.39,25416982,2005983,2021-12-15T00:00:00
820,Influencer - LinkedIn - Jun2022,Influencer,LinkedIn,59,2022-06-14,2022-08-01,7156,7758.76,671994,21021,2022-06-03T00:00:00
821,Influencer - LinkedIn - Jun2022,Influencer,LinkedIn,11,2022-06-14,2022-08-01,7156,7758.76,671994,21021,2022-06-03T00:00:00
822,Influencer - LinkedIn - Jun2022,Influencer,LinkedIn,31,2022-06-14,2022-08-01,7156,7758.76,671994,21021,2022-06-11T00:00:00
823,Influencer - LinkedIn - Jun2022,Influencer,LinkedIn,43,2022-06-14,2022-08-01,7156,7758.76,671994,21021,2022-06-13T00:00:00
824,Influencer - LinkedIn - Jun2022,Influencer,LinkedIn,50,2022-06-14,2022-08-01,7156,7758.76,671994,21021,2022-06-01T00:00:00
825,Influencer - LinkedIn - Nov2022,Influencer,LinkedIn,38,2022-11-13,2022-12-14,26811,19795.56,4566423,342720,2022-11-10T00:00:00
826,Influencer - LinkedIn - Nov2022,Influencer,LinkedIn,37,2022-11-13,2022-12-14,26811,19795.56,4566423,342720,2022-11-03T00:00:00
827,Influencer - LinkedIn - Nov2022,Influencer,LinkedIn,11,2022-11-13,2022-12-14,26811,19795.56,4566423,342720,2022-11-11T00:00:00
828,Influencer - LinkedIn - Nov2022,Influencer,LinkedIn,62,2022-11-13,2022-12-14,26811,19795.56,4566423,342720,2022-10-30T00:00:00
829,Email - Facebook - Jan2020,Email,Facebook,18,2020-01-18,2020-02-12,4915,4776.11,1129226,12506,2020-01-12T00:00:00
830,Email - Facebook - Jan2020,Email,Facebook,39,2020-01-18,2020-02-12,4915,4776.11,1129226,12506,2020-01-04T00:00:00
831,Email - Facebook - Jan2020,Email,Facebook,20,2020-01-18,2020-02-12,4915,4776.11,1129226,12506,2020-01-16T00:00:00
832,Video - LinkedIn - Aug2023,Video,LinkedIn,18,2023-08-20,2023-09-17,133734,122784.18,26974563,1984095,2023-08-07T00:00:00
833,Video - LinkedIn - Aug2023,Video,LinkedIn,34,2023-08-20,2023-09-17,133734,122784.18,26974563,1984095,2023-08-15T00:00:00
834,Video - LinkedIn - Aug2023,Video,LinkedIn,63,2023-08-20,2023-09-17,133734,122784.18,26974563,1984095,2023-08-15T00:00:00
835,Search - Google - May2020,Search,Google,51,2020-05-23,2020-06-20,7883,8192.64,4033422,287041,2020-05-22T00:00:00
836,Search - Google - May2020,Search,Google,55,2020-05-23,2020-06-20,7883,8192.64,4033422,287041,2020-05-19T00:00:00
837,Search - Google - May2020,Search,Google,17,2020-05-23,2020-06-20,7883,8192.64,4033422,287041,2020-05-10T00:00:00
838,Search - Google - May2020,Search,Google,14,2020-05-23,2020-06-20,7883,8192.64,4033422,287041,2020-05-17T00:00:00
839,Search - Google - May2020,Search,Google,1,2020-05-23,2020-06-20,7883,8192.64,4033422,287041,2020-05-22T00:00:00
840,Search - Twitter - Apr2022,Search,Twitter,10,2022-04-29,2022-06-20,55118,52351.88,13383965,1067267,2022-04-21T00:00:00
841,Search - Twitter - Apr2022,Search,Twitter,44,2022-04-29,2022-06-20,55118,52351.88,13383965,1067267,2022-04-27T00:00:00
842,Search - Twitter - Apr2022,Search,Twitter,7,2022-04-29,2022-06-20,55118,52351.88,13383965,1067267,2022-04-18T00:00:00
843,Search - Twitter - Apr2022,Search,Twitter,46,2022-04-29,2022-06-20,55118,52351.88,13383965,1067267,2022-04-23T00:00:00
844,Search - Twitter - Apr2022,Search,Twitter,25,2022-04-29,2022-06-20,55118,52351.88,13383965,1067267,2022-04-25T00:00:00
845,Email - LinkedIn - Apr2023,Email,LinkedIn,47,2023-04-07,2023-06-19,4327,3832.41,217062,4211,2023-04-06T00:00:00
846,Email - LinkedIn - Apr2023,Email,LinkedIn,8,2023-04-07,2023-06-19,4327,3832.41,217062,4211,2023-03-30T00:00:00
847,Email - LinkedIn - Apr2023,Email,LinkedIn,29,2023-04-07,2023-06-19,4327,3832.41,217062,4211,2023-03-30T00:00:00
848,Email - LinkedIn - Apr2023,Email,LinkedIn,9,2023-04-07,2023-06-19,4327,3832.41,217062,4211,2023-04-05T00:00:00
849,Email - LinkedIn - Apr2023,Email,LinkedIn,56,2023-04-07,2023-06-19,4327,3832.41,217062,4211,2023-04-03T00:00:00
850,Video - Google - Feb2021,Video,Google,56,2021-02-18,2021-04-13,63862,65005.69,30144661,1031640,2021-02-09T00:00:00
851,Video - Google - Feb2021,Video,Google,32,2021-02-18,2021-04-13,63862,65005.69,30144661,1031640,2021-02-15T00:00:00
852,Video - Google - Feb2021,Video,Google,2,2021-02-18,2021-04-13,63862,65005.69,30144661,1031640,2021-02-14T00:00:00
853,Search - Instagram - Jun2022,Search,Instagram,60,2022-06-01,2022-06-09,75828,,29383701,909046,2022-05-27T00:00:00
854,Search - Instagram - Jun2022,Search,Instagram,44,2022-06-01,2022-06-09,75828,,29383701,909046,2022-05-29T00:00:00
855,Search - Instagram - Jun2022,Search,Instagram,54,2022-06-01,2022-06-09,75828,,29383701,909046,2022-05-28T00:00:00
856,Search - Instagram - Jun2022,Search,Instagram,35,2022-06-01,2022-06-09,75828,,29383701,909046,2022-05-29T00:00:00
857,Search - TikTok - Feb2021,Search,TikTok,21,2021-02-19,2021-03-02,43151,32175.5,4278294,335837,2021-02-08T00:00:00
858,Search - TikTok - Feb2021,Search,TikTok,28,2021-02-19,2021-03-02,43151,32175.5,4278294,335837,2021-02-06T00:00:00
859,Social Media - Google - May2021,Social Media,Google,4,2021-05-31,2021-07-25,23090,,9168351,504494,2021-05-28T00:00:00
860,Social Media - Google - May2021,Social Media,Google,9,2021-05-31,2021-07-25,23090,,9168351,504494,2021-05-30T00:00:00
861,Social Media - Google - May2021,Social Media,Google,1,2021-05-31,2021-07-25,23090,,9168351,504494,2021-05-23T00:00:00
862,Email - Instagram - Dec2021,Email,Instagram,13,2021-12-08,2022-01-03,4360,4505.81,1112895,52459,2021-12-06T00:00:00
863,Email - Instagram - Dec2021,Email,Instagram,1,2021-12-08,2022-01-03,4360,4505.81,1112895,52459,2021-12-06T00:00:00
864,Email - Instagram - Dec2021,Email,Instagram,43,2021-12-08,2022-01-03,4360,4505.81,1112895,52459,2021-11-30T00:00:00
865,Email - Instagram - Dec2021,Email,Instagram,24,2021-12-08,2022-01-03,4360,4505.81,1112895,52459,2021-11-27T00:00:00
866,Email - Twitter - Jul2020,Email,Twitter,63,2020-07-09,2020-09-07,7308,8751.39,4115863,202938,2020-07-07T00:00:00
867,Email - Twitter - Jul2020,Email,Twitter,45,2020-07-09,2020-09-07,7308,8751.39,4115863,202938,2020-06-29T00:00:00
868,Email - Twitter - Jul2020,Email,Twitter,1,2020-07-09,2020-09-07,7308,8751.39,4115863,202938,2020-07-01T00:00:00
869,Email - Twitter - Jul2020,Email,Twitter,33,2020-07-09,2020-09-07,7308,8751.39,4115863,202938,2020-07-03T00:00:00
870,Influencer - LinkedIn - Jun2022,Influencer,LinkedIn,64,2022-06-14,2022-08-31,20313,23244.29,9020428,696482,2022-06-08T00:00:00
871,Influencer - LinkedIn - Jun2022,Influencer,LinkedIn,43,2022-06-14,2022-08-31,20313,23244.29,9020428,696482,2022-06-08T00:00:00
872,Video - LinkedIn - May2021,Video,LinkedIn,25,2021-05-13,2021-08-02,94938,93313.91,17846125,1366246,2021-05-07T00:00:00
873,Video - LinkedIn - May2021,Video,LinkedIn,62,2021-05-13,2021-08-02,94938,93313.91,17846125,1366246,2021-05-02T00:00:00
874,Video - LinkedIn - May2021,Video,LinkedIn,11,2021-05-13,2021-08-02,94938,93313.91,17846125,1366246,2021-04-29T00:00:00
875,Email - Instagram - Feb2020,Email,Instagram,14,2020-02-08,2020-02-25,3145,3016.08,785857,59429,2020-02-06T00:00:00
876,Video - Facebook - Jun2021,Video,Facebook,48,2021-06-04,2021-08-27,95497,90755.27,31486533,1340730,2021-05-22T00:00:00
877,Video - Facebook - Jun2021,Video,Facebook,59,2021-06-04,2021-08-27,95497,90755.27,31486533,1340730,2021-05-23T00:00:00
878,Video - Facebook - Jun2021,Video,Facebook,10,2021-06-04,2021-08-27,95497,90755.27,31486533,1340730,2021-05-30T00:00:00
879,Video - Facebook - Jun2021,Video,Facebook,46,2021-06-04,2021-08-27,95497,90755.27,31486533,1340730,2021-05-28T00:00:00
880,Video - Instagram - Jun2024,Video,Instagram,19,2024-06-20,2024-08-16,88177,85302.62,39826641,3075431,2024-06-14T00:00:00
881,Video - Instagram - Jun2024,Video,Instagram,53,2024-06-20,2024-08-16,88177,85302.62,39826641,3075431,2024-06-12T00:00:00
882,Video - Instagram - Jun2024,Video,Instagram,34,2024-06-20,2024-08-16,88177,85302.62,39826641,3075431,2024-06-11T00:00:00
883,Video - Instagram - Jun2024,Video,Instagram,62,2024-06-20,2024-08-16,88177,85302.62,39826641,3075431,2024-06-06T00:00:00
884,Search - Facebook - Nov2024,Search,Facebook,37,2024-11-24,2025-01-23,2827,,525411,24723,2024-11-21T00:00:00
885,Search - Facebook - Nov2024,Search,Facebook,22,2024-11-24,2025-01-23,2827,,525411,24723,2024-11-23T00:00:00
886,Search - Facebook - Nov2024,Search,Facebook,7,2024-11-24,2025-01-23,2827,,525411,24723,2024-11-19T00:00:00
887,Search - Facebook - Nov2024,Search,Facebook,54,2024-11-24,2025-01-23,2827,,525411,24723,2024-11-20T00:00:00
888,Social Media - Google - Sep2022,Social Media,Google,59,2022-09-11,2022-10-31,22535,23439.01,4788521,242931,2022-09-03T00:00:00
889,Display - Instagram - Sep2024,Display,Instagram,46,2024-09-08,2024-09-27,24920,24184.88,6795426,143102,2024-09-02T00:00:00
890,Display - Instagram - Sep2024,Display,Instagram,54,2024-09-08,2024-09-27,24920,24184.88,6795426,143102,2024-09-02T00:00:00
891,Email - TikTok - Nov2023,Email,TikTok,32,2023-11-06,2023-12-23,7830,6604.29,1857766,35531,2023-10-31T00:00:00
892,Email - TikTok - Nov2023,Email,TikTok,64,2023-11-06,2023-12-23,7830,6604.29,1857766,35531,2023-10-29T00:00:00
893,Email - TikTok - Nov2023,Email,TikTok,8,2023-11-06,2023-12-23,7830,6604.29,1857766,35531,2023-10-31T00:00:00
894,Email - TikTok - Nov2023,Email,TikTok,26,2023-11-06,2023-12-23,7830,6604.29,1857766,35531,2023-10-31T00:00:00
895,Email - TikTok - Nov2023,Email,TikTok,20,2023-11-06,2023-12-23,7830,6604.29,1857766,35531,2023-10-29T00:00:00
896,Influencer - Google - Aug2024,Influencer,Google,34,2024-08-03,2024-09-16,61514,54692.47,10139308,373984,2024-07-30T00:00:00
897,Search - Google - Jun2023,Search,Google,4,2023-06-27,2023-09-17,91641,76698.5,31153853,1180409,2023-06-25T00:00:00
898,Email - Twitter - Nov2021,Email,Twitter,62,2021-11-05,2022-01-03,4667,,734783,41794,2021-10-29T00:00:00
899,Email - Twitter - Nov2021,Email,Twitter,45,2021-11-05,2022-01-03,4667,,734783,41794,2021-10-25T00:00:00
900,Social Media - TikTok - May2024,Social Media,TikTok,33,2024-05-30,2024-06-30,5424,5067.56,1361525,74574,2024-05-16T00:00:00
901,Search - LinkedIn - Dec2020,Search,LinkedIn,31,2020-12-06,2021-01-21,69697,69611.45,8825026,91162,2020-11-27T00:00:00
902,Search - LinkedIn - Dec2020,Search,LinkedIn,1,2020-12-06,2021-01-21,69697,69611.45,8825026,91162,2020-12-01T00:00:00
903,Search - LinkedIn - Dec2020,Search,LinkedIn,15,2020-12-06,2021-01-21,69697,69611.45,8825026,91162,2020-12-02T00:00:00
904,Search - LinkedIn - Dec2020,Search,LinkedIn,34,2020-12-06,2021-01-21,69697,69611.45,8825026,91162,2020-11-30T00:00:00
905,Email - LinkedIn - Apr2022,Email,LinkedIn,4,2022-04-21,2022-06-15,3326,2902.59,1132521,70853,2022-04-17T00:00:00
906,Email - LinkedIn - Apr2022,Email,LinkedIn,21,2022-04-21,2022-06-15,3326,2902.59,1132521,70853,2022-04-12T00:00:00
907,Email - LinkedIn - Apr2022,Email,LinkedIn,23,2022-04-21,2022-06-15,3326,2902.59,1132521,70853,2022-04-13T00:00:00
908,Social Media - Twitter - Nov2024,Social Media,Twitter,4,2024-11-24,2025-02-18,41703,38960.26,6843737,102410,2024-11-13T00:00:00
909,Social Media - Twitter - Nov2024,Social Media,Twitter,39,2024-11-24,2025-02-18,41703,38960.26,6843737,102410,2024-11-10T00:00:00
910,Influencer - LinkedIn - May2020,Influencer,LinkedIn,12,2020-05-25,2020-06-26,30209,25165.27,12272667,960011,2020-05-21T00:00:00
911,Influencer - LinkedIn - May2020,Influencer,LinkedIn,13,2020-05-25,2020-06-26,30209,25165.27,12272667,960011,2020-05-13T00:00:00
912,Influencer - LinkedIn - May2020,Influencer,LinkedIn,53,2020-05-25,2020-06-26,30209,25165.27,12272667,960011,2020-05-12T00:00:00
913,Influencer - LinkedIn - May2020,Influencer,LinkedIn,60,2020-05-25,2020-06-26,30209,25165.27,12272667,960011,2020-05-23T00:00:00
914,Influencer - LinkedIn - May2020,Influencer,LinkedIn,45,2020-05-25,2020-06-26,30209,25165.27,12272667,960011,2020-05-11T00:00:00
915,Social Media - TikTok - Jul2021,Social Media,TikTok,12,2021-07-03,2021-09-03,48706,54216.62,13443624,158425,2021-06-23T00:00:00
916,Search - TikTok - Jan2024,Search,TikTok,46,2024-01-30,2024-02-18,36908,29071.68,13350010,519676,2024-01-20T00:00:00
917,Search - TikTok - Jan2024,Search,TikTok,20,2024-01-30,2024-02-18,36908,29071.68,13350010,519676,2024-01-25T00:00:00
918,Search - TikTok - Jan2024,Search,TikTok,7,2024-01-30,2024-02-18,36908,29071.68,13350010,519676,2024-01-22T00:00:00
919,Search - TikTok - Jan2024,Search,TikTok,24,2024-01-30,2024-02-18,36908,29071.68,13350010,519676,2024-01-18T00:00:00
920,Search - Instagram - Jun2021,Search,Instagram,30,2021-06-17,2021-07-24,57847,66086.72,12707190,150521,2021-06-15T00:00:00
921,Social Media - LinkedIn - Jul2020,Social Media,LinkedIn,24,2020-07-13,2020-08-27,5655,,1846224,114515,2020-07-07T00:00:00
922,Social Media - LinkedIn - Jul2020,Social Media,LinkedIn,63,2020-07-13,2020-08-27,5655,,1846224,114515,2020-06-29T00:00:00
923,Social Media - LinkedIn - Jul2020,Social Media,LinkedIn,55,2020-07-13,2020-08-27,5655,,1846224,114515,2020-07-10T00:00:00
924,Social Media - LinkedIn - Jul2020,Social Media,LinkedIn,61,2020-07-13,2020-08-27,5655,,1846224,114515,2020-07-05T00:00:00
925,Video - Google - Jun2022,Video,Google,53,2022-06-05,2022-07-24,28479,21035.15,6430286,263695,2022-06-01T00:00:00
926,Video - Google - Jun2022,Video,Google,1,2022-06-05,2022-07-24,28479,21035.15,6430286,263695,2022-06-01T00:00:00
927,Video - Google - Jun2022,Video,Google,3,2022-06-05,2022-07-24,28479,21035.15,6430286,263695,2022-06-04T00:00:00
928,Video - Google - Jun2022,Video,Google,7,2022-06-05,2022-07-24,28479,21035.15,6430286,263695,2022-05-29T00:00:00
929,Search - TikTok - May2021,Search,TikTok,22,2021-05-02,2021-07-30,3919,4295.84,707412,34385,2021-04-20T00:00:00
930,Search - TikTok - May2021,Search,TikTok,57,2021-05-02,2021-07-30,3919,4295.84,707412,34385,2021-04-23T00:00:00
931,Search - TikTok - May2021,Search,TikTok,30,2021-05-02,2021-07-30,3919,4295.84,707412,34385,2021-04-23T00:00:00
