event_id,event_time,user_id,session_id,page_type,product_id,campaign_id,device,browser,session_duration_seconds
26851,2021-07-10T13:12:11,,session_53609,category,,,desktop,Edge,1782
26852,2021-11-19T14:24:19,,session_74800,cart,,,desktop,Chrome,488
26853,2020-05-14T05:33:51,,session_66312,cart,,,mobile,Edge,953
26854,2024-07-25T17:43:54,3742,session_78868,home,,,tablet,Firefox,497
26855,2023-04-29T00:21:13,,session_55598,checkout,,,tablet,Chrome,1776
26856,2022-04-26T21:51:46,,session_27875,category,,,mobile,Safari,1232
26857,2024-02-24T21:43:15,,session_76989,cart,,,tablet,Safari,700
26858,2030-01-01T00:00:00,,session_12236,product_detail,31,1166,tablet,Firefox,202
26859,2021-10-17T19:17:28,,session_32128,account,,,mobile,Firefox,1419
26860,2020-07-13T07:59:45,,session_52707,product_detail,58,,mobile,Chrome,1576
26861,2020-05-15T00:40:00,,session_55854,account,,,mobile,Safari,988
26862,2022-01-05T06:05:53,,session_515,cart,,,mobile,Safari,838
26863,2023-02-03T21:30:23,,session_21178,search,,,tablet,Firefox,1182
26864,2020-01-05T01:53:32,,session_37867,home,,,desktop,Samsung Internet,315
26865,2020-12-01T12:00:32,,session_45048,checkout,,,desktop,Chrome,1649
26866,2020-06-17T23:22:29,,session_80968,account,,,mobile,Edge,1487
26867,2021-12-27T18:59:19,,session_4969,account,,,mobile,Samsung Internet,676
26868,2022-04-25T22:14:10,,session_83663,home,,,mobile,Edge,739
26869,2020-05-10T10:45:18,,session_90058,account,,,desktop,Samsung Internet,952
26870,2021-09-20T16:16:27,3805,session_91199,category,,,desktop,Samsung Internet,897
26871,2022-01-03T19:47:39,,session_73845,home,,,tablet,Firefox,1756
26872,2021-06-02T08:09:09,,session_31678,checkout,,,tablet,Chrome,678
26873,2022-06-04T18:20:52,,session_70155,search,,,desktop,Safari,660
26874,2023-11-03T11:25:31,,session_87657,account,,,mobile,Chrome,1319
26875,2024-01-22T20:16:43,,session_62320,product_detail,39,573,desktop,Safari,1155
26876,2024-06-25T15:22:00,3181,session_4055,search,,,desktop,Edge,1615
26877,2020-10-31T06:42:40,,session_75411,cart,,,mobile,Samsung Internet,1134
26878,2021-04-26T14:36:21,1997,session_10782,category,,,,,776
26879,2024-08-04T00:02:20,4949,session_68818,product_detail,46,336,desktop,Chrome,496
26880,2024-04-06T09:48:43,,session_56775,cart,,,tablet,Safari,376
26881,2023-01-20T12:38:00,1819,session_70579,category,,,desktop,Chrome,1728
26882,2023-05-27T09:55:09,,session_60671,account,,,tablet,Safari,1185
26883,2021-07-30T06:40:49,,session_10663,category,,,mobile,Samsung Internet,587
26884,2024-04-27T11:09:35,2607,session_38806,product_detail,7,,mobile,Firefox,733
26885,2021-06-10T08:27:39,,session_37776,home,,,mobile,Safari,1310
26886,2022-04-30T12:17:18,,session_68108,search,,,desktop,Samsung Internet,343
26887,2023-01-09T10:25:12,1649,session_87938,cart,,,desktop,Firefox,266
26888,2024-08-30T01:46:15,,session_25727,checkout,,,mobile,Samsung Internet,1028
26889,2022-05-12T02:43:08,,session_92042,account,,,mobile,Firefox,1175
26890,2024-04-15T12:26:59,2535,session_8314,category,,,desktop,Samsung Internet,124
26891,2024-04-18T12:37:38,,session_47379,checkout,,,tablet,Edge,1512
26892,2022-02-20T05:18:42,3519,session_70535,checkout,,,desktop,Samsung Internet,1337
26893,2022-09-25T04:16:10,,session_77195,category,,,mobile,Safari,1018
26894,2024-06-30T22:53:05,3013,session_53558,category,,,desktop,Safari,1083
26895,2022-04-25T23:48:06,,session_38071,search,,,mobile,Firefox,232
26896,2021-05-28T10:30:22,,session_40801,cart,,,tablet,Samsung Internet,756
26897,2020-03-26T20:34:42,,session_41835,search,,,mobile,Chrome,791
26898,2023-07-24T22:19:34,,session_59536,product_detail,32,,mobile,Samsung Internet,1754
26899,2023-12-14T02:31:15,,session_55503,checkout,,,tablet,Firefox,1665
26900,2024-01-12T19:32:07,,session_73790,home,,,desktop,Chrome,1286
26901,2022-04-30T01:58:09,1361,session_93476,product_detail,50,549,tablet,Edge,356
26902,2024-03-12T10:27:18,,session_87160,account,,,desktop,Safari,1055
26903,2021-06-19T14:21:13,,session_42964,account,,,tablet,Safari,1125
26904,2020-11-17T14:31:57,,session_79679,account,,,tablet,Chrome,377
26905,2024-09-05T23:41:40,74,session_25964,checkout,,,tablet,Chrome,1647
26906,2024-08-13T09:42:30,,session_18532,cart,,,mobile,Samsung Internet,160
26907,2024-11-28T12:43:25,,session_65698,cart,,,tablet,Samsung Internet,827
26908,2024-03-11T13:13:16,4746,session_8975,category,,,mobile,Safari,340
26909,2023-05-05T20:41:17,,session_8072,search,,,mobile,Samsung Internet,1723
26910,2022-02-12T17:54:03,,session_35796,search,,,mobile,Safari,445
26911,2022-03-20T02:52:47,,session_83984,search,,,mobile,Safari,1339
26912,2023-06-25T20:42:26,,session_60259,product_detail,64,759,,,1538
26913,2023-12-15T08:25:42,2428,session_20678,account,,,mobile,Safari,662
26914,2021-10-29T23:57:09,,session_71240,checkout,,,mobile,Firefox,1354
26915,2023-02-18T13:46:26,,session_18889,product_detail,27,,desktop,Samsung Internet,1194
26916,2023-03-19T03:05:55,2178,session_91253,home,,,tablet,Edge,1236
26917,2021-06-15T10:04:57,,session_77957,checkout,,,tablet,Edge,-397
26918,2020-10-14T01:07:59,,session_62547,product_detail,52,,tablet,Firefox,1384
26919,2021-04-03T07:08:46,,session_32550,checkout,,,desktop,Edge,739
26920,2020-04-19T00:08:51,,session_86284,product_detail,15,,tablet,Chrome,794
26921,2023-08-21T22:27:47,,session_74762,home,,,desktop,Samsung Internet,1026
26922,2022-11-24T23:00:48,805,session_52811,cart,,,tablet,Safari,1658
26923,2023-07-19T12:28:08,2974,session_70888,account,,,tablet,Safari,1739
26924,2022-08-18T18:16:57,785,session_69519,category,,,mobile,Chrome,855
26925,2023-10-21T22:13:59,4480,session_48681,account,,,tablet,Edge,1151
26926,2021-03-17T01:36:43,256,session_53341,home,,,desktop,Chrome,1624
26927,2022-10-08T21:16:58,3127,session_61940,cart,,,mobile,Firefox,267
26928,2022-01-20T00:30:59,,session_78094,cart,,,mobile,Chrome,215
26929,2024-01-16T08:42:22,,session_99529,home,,,tablet,Firefox,1149
26930,2024-09-17T23:09:28,,session_83399,home,,,tablet,Samsung Internet,1474
26931,2020-06-13T04:37:46,,session_29678,account,,,mobile,Chrome,1514
26932,2020-08-15T10:50:41,,session_34821,product_detail,14,,desktop,Samsung Internet,707
26933,2022-06-06T22:27:30,,session_84949,product_detail,36,,tablet,Chrome,836
26934,2023-05-18T22:29:19,3842,session_72064,search,,,tablet,Chrome,357
26935,2024-04-30T01:54:18,691,session_29306,account,,,mobile,Samsung Internet,1297
26936,2021-06-10T18:07:54,,session_94635,account,,,desktop,Edge,1601
26937,2024-03-06T12:30:59,2884,session_87732,category,,,desktop,Samsung Internet,1360
26938,2020-10-03T18:34:07,,session_51862,home,,,tablet,Firefox,1730
26939,2024-01-07T06:23:11,339,session_41891,product_detail,45,,tablet,Firefox,937
26940,2021-09-16T02:18:49,1313,session_36726,cart,,,tablet,Chrome,1351
26941,2023-12-24T16:37:26,,session_88419,cart,,,tablet,Safari,755
26942,2021-08-20T08:44:14,914,session_92043,cart,,,,,1385
26943,2022-05-29T08:12:06,,session_10991,product_detail,46,843,mobile,Firefox,602
26944,2020-12-05T11:48:55,,session_76141,category,,,mobile,Firefox,957
26945,2030-01-01T00:00:00,2525,session_31034,account,,,desktop,Safari,1200
26946,2021-10-26T16:50:33,1001,session_84982,checkout,,,desktop,Chrome,531
26947,2023-03-01T18:34:23,,session_95914,product_detail,63,60,mobile,Firefox,1304
26948,2023-09-04T11:42:34,3920,session_28077,checkout,,,mobile,Firefox,544
26949,2024-03-12T03:05:35,2870,session_55903,account,,,mobile,Samsung Internet,1255
26950,2022-07-27T02:34:51,,session_39568,account,,,desktop,Safari,160
26951,2024-04-20T22:49:55,,session_61160,cart,,,desktop,Edge,748
26952,2022-11-17T11:25:35,1579,session_15536,cart,,,tablet,Edge,1396
26953,2023-05-31T18:09:10,2767,session_41339,checkout,,,mobile,Safari,-586
26954,2021-08-17T18:43:35,,session_54821,category,,,tablet,Firefox,748
26955,2021-05-10T20:12:12,,session_85681,category,,,tablet,Edge,1237
26956,2022-10-20T16:05:06,1068,session_24157,category,,,mobile,Safari,1757
26957,2024-04-25T09:07:52,2559,session_93053,home,,,desktop,Samsung Internet,670
26958,2022-10-27T08:50:51,,session_93979,product_detail,24,589,desktop,Edge,421
26959,2022-02-19T13:36:52,,session_8765,product_detail,8,,tablet,Chrome,354
26960,2023-08-26T13:02:28,,session_26154,account,,,tablet,Safari,1566
26961,2022-06-02T11:33:45,,session_83779,product_detail,41,266,mobile,Firefox,837
26962,2024-09-17T03:47:41,1499,session_23546,product_detail,22,568,desktop,Samsung Internet,285
26963,2021-02-14T08:32:28,,session_48376,search,,,mobile,Safari,1546
26964,2021-01-12T16:24:43,,session_27354,product_detail,63,,mobile,Samsung Internet,852
26965,2023-01-25T22:45:29,4494,session_82703,category,,,mobile,Samsung Internet,894
26966,2021-02-01T03:29:03,,session_80319,product_detail,47,,tablet,Edge,1786
26967,2030-01-01T00:00:00,3876,session_77133,cart,,,mobile,Firefox,1097
26968,2024-07-09T07:52:17,613,session_10562,account,,,mobile,Firefox,568
26969,2021-02-16T13:02:50,,session_12115,category,,,tablet,Edge,65
26970,2024-09-17T22:41:42,,session_92494,account,,,desktop,Safari,509
26971,2022-05-30T02:17:51,,session_77584,search,,,desktop,Chrome,862
26972,2020-03-19T16:02:11,,session_64726,home,,,desktop,Chrome,288
26973,2020-06-05T01:51:53,,session_51607,account,,,tablet,Firefox,892
26974,2020-01-16T11:25:02,,session_56784,home,,,mobile,Chrome,230
26975,2021-08-15T20:14:40,,session_31973,account,,,tablet,Safari,1384
26976,2020-08-23T17:01:14,,session_1763,checkout,,,mobile,Samsung Internet,1401
26977,2024-02-26T04:56:56,2822,session_54158,home,,,tablet,Samsung Internet,777
26978,2023-08-14T06:07:35,926,session_56960,checkout,,,,,1446
26979,2023-09-11T23:45:56,,session_28699,product_detail,9,,desktop,Edge,676
26980,2023-08-05T09:11:35,4653,session_74586,category,,,desktop,Samsung Internet,1740
26981,2024-07-23T18:04:31,2120,session_50598,category,,,desktop,Chrome,137
26982,2024-04-03T11:54:54,,session_974,cart,,,mobile,Edge,963
26983,2023-10-29T14:44:12,,session_17986,category,,,tablet,Edge,1560
26984,2020-01-08T23:31:37,,session_63971,home,,,desktop,Samsung Internet,1125
26985,2020-04-29T05:33:44,,session_79787,account,,,desktop,Samsung Internet,788
26986,2023-05-16T12:14:23,,session_29924,home,,,mobile,Safari,646
26987,2021-04-04T17:17:45,,session_34526,search,,,desktop,Edge,371
26988,2021-11-25T23:07:55,1159,session_14700,account,,,tablet,Samsung Internet,258
26989,2021-06-24T08:35:28,,session_6326,product_detail,63,725,mobile,Safari,947
26990,2023-09-03T14:38:18,494,session_87786,product_detail,10,,desktop,Chrome,657
26991,2020-06-23T14:37:24,,session_29163,checkout,,,tablet,Samsung Internet,545
26992,2020-01-11T12:12:01,,session_49367,product_detail,13,,tablet,Samsung Internet,1470
26993,2022-02-24T04:25:10,,session_82677,home,,,desktop,Samsung Internet,1236
26994,2020-05-20T18:13:33,,session_91152,search,,,tablet,Chrome,472
26995,2020-12-30T04:10:14,,session_69972,account,,,tablet,Firefox,288
26996,2021-07-30T01:10:48,,session_753,cart,,,tablet,Chrome,1587
26997,2022-01-11T22:35:27,2886,session_8953,cart,,,,,869
26998,2023-10-10T21:39:38,2586,session_42402,checkout,,,desktop,Samsung Internet,1031
26999,2021-04-06T03:31:47,,session_80914,account,,,desktop,Chrome,1356
27000,2021-01-14T16:49:02,,session_69650,home,,,mobile,Edge,1224
27001,2024-07-07T03:43:24,,session_29119,product_detail,30,,mobile,Samsung Internet,1756
27002,2022-10-13T05:01:36,,session_21778,search,,,,,1550
27003,2024-02-09T03:57:11,3318,session_57975,checkout,,,tablet,Safari,1042
27004,2021-07-26T14:34:24,,session_26809,account,,,tablet,Safari,1136
27005,2024-01-08T16:19:13,2010,session_62117,checkout,,,desktop,Edge,633
27006,2022-12-19T10:16:49,1064,session_99106,checkout,,,tablet,Safari,1010
27007,2023-10-01T08:23:16,362,session_27088,home,,,mobile,Firefox,1232
27008,2021-01-18T13:17:05,,session_21436,checkout,,,tablet,Samsung Internet,799
27009,2024-03-26T16:39:50,2288,session_86486,home,,,mobile,Firefox,288
27010,2022-12-23T19:48:39,1490,session_54723,checkout,,,tablet,Firefox,633
27011,2020-06-23T03:28:27,,session_82235,product_detail,56,,tablet,Chrome,505
27012,2021-10-26T14:17:02,,session_26482,checkout,,,desktop,Safari,460
27013,2020-09-05T10:54:14,,session_61963,product_detail,42,,mobile,Firefox,764
27014,2022-12-26T04:08:11,2135,session_54586,search,,,tablet,Chrome,974
27015,2024-10-31T08:11:21,542,session_1317,checkout,,,desktop,Edge,393
27016,2020-11-15T22:35:16,,session_23718,cart,,,tablet,Edge,1682
27017,2030-01-01T00:00:00,,session_31902,product_detail,57,121,tablet,Chrome,743
27018,2020-06-13T19:17:47,,session_94974,category,,,mobile,Edge,152
27019,2022-04-29T11:55:13,,session_48388,account,,,desktop,Samsung Internet,465
27020,2021-02-08T22:58:45,4784,session_17849,search,,,mobile,Chrome,595
27021,2020-05-06T14:45:15,,session_22685,category,,,mobile,Safari,1122
27022,2023-04-22T03:28:59,,session_23987,product_detail,29,847,desktop,Chrome,1666
27023,2024-09-27T16:46:33,4560,session_42822,account,,,desktop,Chrome,1409
27024,2024-09-08T13:10:57,261,session_87949,product_detail,21,,desktop,Safari,925
27025,2024-05-26T15:31:16,,session_81089,cart,,,tablet,Chrome,997
27026,2021-09-03T02:15:32,,session_19032,cart,,,tablet,Chrome,645
27027,2022-09-14T07:05:39,,session_23656,account,,,desktop,Safari,1765
27028,2021-11-29T02:32:49,2633,session_9689,home,,,mobile,Samsung Internet,1770
27029,2024-05-19T23:41:30,,session_98299,category,,,desktop,Edge,940
27030,2022-08-29T02:17:50,,session_30789,cart,,,tablet,Samsung Internet,224
27031,2023-01-11T06:30:37,174,session_64533,category,,,mobile,Edge,731
27032,2020-01-22T19:28:56,,session_60027,home,,,mobile,Chrome,1218
27033,2022-05-03T13:07:31,,session_93060,category,,,desktop,Edge,1782
27034,2023-09-04T03:49:41,,session_60893,checkout,,,desktop,Firefox,1327
27035,2022-09-29T19:52:16,4686,session_73591,account,,,mobile,Edge,69
27036,2024-12-04T20:28:43,2013,session_24940,cart,,,,,770
27037,2024-06-08T02:29:46,1077,session_59218,cart,,,mobile,Chrome,869
27038,2023-09-12T02:23:33,,session_62876,search,,,mobile,Firefox,869
27039,2023-03-12T03:29:27,4516,session_40055,cart,,,tablet,Samsung Internet,1517
27040,2023-04-25T22:42:57,4600,session_7820,cart,,,tablet,Samsung Internet,1381
27041,2023-04-26T12:34:50,671,session_56985,checkout,,,mobile,Firefox,610
27042,2021-12-23T13:05:09,,session_64108,home,,,tablet,Edge,275
27043,2022-11-20T01:50:02,462,session_97783,product_detail,56,,mobile,Firefox,268
27044,2020-06-20T07:22:38,,session_16548,category,,,desktop,Chrome,454
27045,2020-02-01T00:29:30,,session_93448,checkout,,,mobile,Safari,1037
27046,2023-01-09T23:05:31,,session_65117,checkout,,,desktop,Edge,1156
27047,2020-03-07T06:23:49,,session_35547,account,,,mobile,Safari,-927
27048,2020-09-21T08:35:52,,session_48116,category,,,desktop,Chrome,1472
27049,2030-01-01T00:00:00,1332,session_26022,category,,,mobile,Samsung Internet,1047
27050,2024-09-04T21:36:32,1581,session_59564,account,,,mobile,Samsung Internet,1025
27051,2020-12-24T18:58:03,,session_87387,account,,,desktop,Chrome,859
27052,2021-10-20T02:46:02,,session_17173,home,,,tablet,Safari,1162
27053,2021-09-02T08:44:14,2008,session_14667,category,,,mobile,Edge,1800
27054,2020-03-12T20:23:51,,session_55995,product_detail,37,,tablet,Firefox,953
27055,2024-02-03T04:09:42,2400,session_56850,cart,,,desktop,Edge,452
27056,2020-10-18T17:32:08,,session_46292,cart,,,tablet,Chrome,273
27057,2022-03-01T01:33:28,4427,session_61929,category,,,tablet,Chrome,928
27058,2020-03-06T15:35:29,,session_30723,category,,,tablet,Firefox,1542
27059,2023-12-24T00:32:21,,session_20164,search,,,tablet,Edge,602
27060,2024-07-05T03:06:04,,session_56400,checkout,,,tablet,Chrome,1091
27061,2021-04-07T04:32:45,,session_40521,search,,,tablet,Chrome,710
27062,2023-04-05T08:16:33,3742,session_227,category,,,desktop,Chrome,333
27063,2022-02-19T19:56:33,,session_19316,home,,,mobile,Safari,1423
27064,2022-04-06T18:50:04,,session_39555,home,,,desktop,Firefox,311
27065,2020-10-27T13:39:23,,session_45882,product_detail,1,28,mobile,Firefox,1032
27066,2023-02-26T18:02:27,435,session_35054,account,,,tablet,Safari,1292
27067,2023-05-16T08:31:34,906,session_44715,account,,,desktop,Samsung Internet,1152
27068,2030-01-01T00:00:00,,session_53080,account,,,mobile,Edge,827
27069,2024-09-08T03:51:06,1515,session_91031,home,,,mobile,Edge,1548
27070,2021-05-29T11:15:00,,session_81830,product_detail,32,,,,1097
27071,2020-11-14T13:03:10,,session_52944,cart,,,desktop,Chrome,153
27072,2023-12-11T12:35:23,4109,session_65358,cart,,,mobile,Samsung Internet,1271
27073,2022-12-06T08:46:01,,session_79916,cart,,,mobile,Edge,161
27074,2021-02-10T05:53:44,,session_45605,product_detail,51,,,,1017
27075,2021-07-30T13:49:16,4557,session_28106,checkout,,,desktop,Samsung Internet,1480
27076,2021-02-14T15:24:31,,session_17907,cart,,,desktop,Samsung Internet,996
27077,2022-07-26T00:25:49,,session_18257,checkout,,,desktop,Safari,379
27078,2023-04-22T09:22:42,,session_63730,checkout,,,mobile,Samsung Internet,1792
27079,2021-06-26T00:40:59,,session_56986,cart,,,desktop,Safari,1767
27080,2024-12-01T08:42:24,,session_38634,product_detail,37,884,desktop,Samsung Internet,1429
27081,2024-06-07T11:33:50,3587,session_47275,category,,,tablet,Firefox,1341
27082,2020-11-08T23:10:40,1123,session_33638,search,,,tablet,Chrome,1236
27083,2022-08-01T14:35:52,,session_61180,home,,,mobile,Safari,165
27084,2024-11-27T04:26:14,3764,session_93218,search,,,tablet,Firefox,403
27085,2024-09-16T02:44:35,,session_30155,checkout,,,tablet,Safari,645
27086,2023-04-08T22:10:21,4696,session_16064,category,,,tablet,Safari,1434
27087,2023-08-05T09:02:00,278,session_76205,checkout,,,tablet,Edge,1250
27088,2023-04-03T12:11:28,,session_65697,product_detail,31,,tablet,Samsung Internet,1761
27089,2024-05-24T20:51:19,,session_98441,category,,,mobile,Edge,1285
27090,2023-04-29T23:46:40,,session_87544,home,,,,,461
27091,2023-08-24T09:32:49,4932,session_5894,checkout,,,mobile,Samsung Internet,1472
27092,2021-10-12T02:11:28,,session_18265,checkout,,,desktop,Safari,1417
27093,2021-04-10T18:45:07,,session_42963,category,,,mobile,Edge,1319
27094,2023-01-20T11:43:03,,session_74035,home,,,tablet,Firefox,1552
27095,2022-04-03T04:47:39,,session_13745,category,,,desktop,Firefox,812
27096,2022-06-05T07:49:07,,session_16855,cart,,,desktop,Edge,208
27097,2021-08-25T09:42:53,2878,session_4317,cart,,,mobile,Edge,1676
27098,2020-02-23T07:45:54,,session_61056,account,,,tablet,Chrome,389
27099,2022-02-19T05:22:01,,session_52035,category,,,mobile,Edge,1664
27100,2020-02-25T14:54:47,,session_8993,home,,,tablet,Chrome,1671
27101,2024-12-11T21:54:43,,session_66365,checkout,,,mobile,Chrome,1472
27102,2020-11-20T18:24:23,4660,session_92293,checkout,,,tablet,Firefox,300
27103,2021-05-13T05:01:28,,session_54643,search,,,tablet,Firefox,455
27104,2022-06-25T23:27:09,,session_63985,checkout,,,desktop,Samsung Internet,225
27105,2021-04-13T17:26:19,303,session_82441,search,,,desktop,Edge,610
27106,2022-04-16T12:50:40,,session_78810,cart,,,desktop,Samsung Internet,913
27107,2021-09-13T13:17:51,,session_88267,checkout,,,desktop,Safari,1309
27108,2023-10-15T03:44:07,4369,session_88274,account,,,desktop,Safari,272
27109,2024-03-29T01:26:23,4877,session_56317,account,,,desktop,Samsung Internet,1345
27110,2021-12-20T19:49:25,1057,session_55679,product_detail,21,,tablet,Samsung Internet,356
27111,2023-12-14T04:25:24,4327,session_84237,category,,,tablet,Chrome,1297
27112,2022-06-16T06:33:06,2047,session_88153,category,,,desktop,Firefox,1505
27113,2022-03-28T13:55:54,1669,session_67670,search,,,mobile,Firefox,674
27114,2021-11-18T00:36:47,193,session_31749,home,,,mobile,Chrome,115
27115,2021-08-31T03:20:03,,session_65192,checkout,,,desktop,Firefox,1411
27116,2021-01-09T00:26:24,4441,session_96059,product_detail,29,,tablet,Chrome,208
27117,2022-03-31T01:28:25,2042,session_66427,product_detail,32,,mobile,Chrome,1478
27118,2020-04-12T00:52:01,,session_70366,home,,,,,934
27119,2021-10-29T14:59:12,,session_81723,home,,,desktop,Firefox,1680
27120,2020-02-12T01:01:29,,session_23288,search,,,desktop,Firefox,1506
27121,2023-09-21T12:30:57,587,session_62489,home,,,mobile,Chrome,877
27122,2021-10-04T03:36:56,,session_54876,product_detail,35,,mobile,Edge,1738
27123,2023-05-20T13:52:52,,session_54260,category,,,mobile,Safari,944
27124,2024-07-11T13:13:02,,session_32745,search,,,mobile,Samsung Internet,831
27125,2024-05-18T00:00:26,,session_25919,search,,,desktop,Safari,1017
27126,2024-02-09T22:27:34,4879,session_68053,checkout,,,desktop,Firefox,1320
27127,2022-06-03T07:17:22,,session_79402,product_detail,7,,desktop,Edge,452
27128,2021-04-16T23:59:12,,session_75070,category,,,mobile,Samsung Internet,148
27129,2020-09-06T12:47:10,,session_72497,search,,,desktop,Chrome,1205
27130,2021-02-02T20:12:44,,session_7763,product_detail,22,,desktop,Chrome,989
27131,2020-03-19T22:14:59,,session_98682,product_detail,40,939,desktop,Edge,434
27132,2020-05-02T04:44:10,,session_60805,cart,,,tablet,Safari,141
27133,2020-10-26T00:43:03,,session_89789,home,,,mobile,Samsung Internet,1753
27134,2023-01-28T01:19:51,,session_46809,cart,,,mobile,Edge,136
27135,2024-05-12T16:32:39,3000,session_17550,home,,,tablet,Firefox,913
27136,2023-03-05T01:19:54,,session_18983,search,,,desktop,Edge,1403
27137,2023-11-17T22:24:18,1490,session_49173,cart,,,desktop,Chrome,883
27138,2022-04-20T22:13:34,4715,session_76542,product_detail,28,,,,1759
27139,2023-01-02T19:01:40,3903,session_24744,home,,,mobile,Safari,67
27140,2024-03-13T19:20:23,3105,session_48014,home,,,desktop,Safari,1402
27141,2020-12-08T03:33:57,,session_33936,home,,,desktop,Safari,181
27142,2020-10-01T11:58:12,,session_60880,product_detail,31,,tablet,Safari,1306
27143,2021-08-14T22:31:43,4441,session_90585,search,,,mobile,Safari,1416
27144,2024-05-17T10:30:07,4248,session_49294,cart,,,mobile,Chrome,1762
27145,2021-12-09T21:25:22,,session_11812,product_detail,34,1440,mobile,Safari,1503
27146,2024-11-23T08:52:42,4286,session_588,category,,,desktop,Samsung Internet,412
27147,2021-09-11T01:51:50,2041,session_39464,account,,,desktop,Firefox,1087
27148,2022-11-19T05:17:32,,session_31661,account,,,tablet,Edge,893
27149,2020-01-01T08:22:03,,session_61170,cart,,,mobile,Safari,-1627
27150,2024-06-16T04:55:38,,session_89672,cart,,,mobile,Edge,1177
27151,2021-10-18T08:03:57,,session_67699,product_detail,45,147,desktop,Safari,110
27152,2022-07-29T14:09:52,849,session_30210,account,,,desktop,Chrome,792
27153,2023-03-25T08:52:54,3102,session_11724,home,,,tablet,Samsung Internet,1731
27154,2022-07-21T00:18:44,3894,session_84343,account,,,tablet,Firefox,984
27155,2020-12-14T09:02:53,,session_95648,category,,,tablet,Firefox,539
27156,2024-02-04T23:34:18,,session_27014,home,,,tablet,Safari,1027
27157,2023-10-18T14:36:22,,session_30944,cart,,,mobile,Firefox,1369
27158,2023-09-12T18:56:58,1400,session_33072,cart,,,mobile,Firefox,259
27159,2024-11-08T10:01:23,,session_29543,checkout,,,desktop,Safari,160
27160,2022-12-27T08:31:53,,session_26802,home,,,desktop,Edge,860
27161,2023-12-30T09:45:48,4780,session_51190,cart,,,desktop,Firefox,614
27162,2022-03-01T08:01:40,,session_8676,search,,,desktop,Edge,155
27163,2021-12-03T22:30:39,,session_75394,account,,,tablet,Firefox,-506
27164,2023-09-28T15:25:53,3022,session_67189,cart,,,tablet,Firefox,418
27165,2020-01-13T08:44:42,,session_40327,checkout,,,desktop,Samsung Internet,1088
27166,2020-08-06T12:44:06,3936,session_28959,product_detail,57,,desktop,Samsung Internet,1099
27167,2020-10-18T00:39:35,,session_17912,account,,,mobile,Safari,1467
27168,2020-10-07T10:44:44,,session_62990,home,,,mobile,Firefox,257
27169,2024-03-31T22:04:36,908,session_64081,search,,,tablet,Chrome,194
27170,2022-08-30T04:32:50,2756,session_50729,search,,,tablet,Firefox,293
27171,2021-05-21T17:12:32,3261,session_59717,category,,,mobile,Edge,430
27172,2023-01-06T13:02:57,,session_86862,product_detail,62,,desktop,Firefox,422
27173,2022-08-23T20:52:39,2747,session_72373,home,,,mobile,Firefox,1489
27174,2020-09-09T04:07:48,,session_34466,product_detail,54,,mobile,Edge,1580
27175,2030-01-01T00:00:00,3783,session_66246,category,,,desktop,Safari,-490
27176,2023-12-13T13:55:28,,session_5443,cart,,,mobile,Samsung Internet,1266
27177,2024-10-06T10:25:39,2943,session_48904,home,,,desktop,Samsung Internet,1468
27178,2024-06-26T22:42:51,4227,session_36215,category,,,desktop,Safari,421
27179,2020-11-24T11:07:39,,session_83686,account,,,mobile,Chrome,-756
27180,2023-07-27T13:17:54,3252,session_73921,account,,,desktop,Chrome,1450
27181,2021-08-11T21:56:11,,session_89285,home,,,mobile,Edge,277
27182,2021-08-07T02:20:38,,session_72081,cart,,,mobile,Chrome,1347
27183,2021-10-22T14:32:58,,session_6348,product_detail,15,1183,desktop,Firefox,176
27184,2024-12-09T08:27:07,3922,session_84087,cart,,,mobile,Firefox,1177
27185,2024-03-11T14:20:05,,session_79293,checkout,,,mobile,Firefox,693
27186,2023-12-02T05:42:10,1074,session_61177,product_detail,57,128,desktop,Samsung Internet,874
27187,2022-01-21T15:31:02,,session_68004,cart,,,mobile,Samsung Internet,1553
27188,2023-08-15T19:38:04,1941,session_98208,account,,,desktop,Firefox,878
27189,2021-06-14T16:43:47,,session_31832,account,,,tablet,Samsung Internet,1449
27190,2021-08-16T06:26:53,,session_82339,category,,,tablet,Safari,578
27191,2022-10-03T07:39:50,,session_73511,account,,,desktop,Samsung Internet,248
27192,2024-01-18T19:28:06,4896,session_70847,cart,,,mobile,Edge,716
27193,2030-01-01T00:00:00,,session_31446,home,,,mobile,Samsung Internet,819
27194,2023-07-27T01:40:07,3991,session_82353,search,,,tablet,Samsung Internet,524
27195,2023-10-27T01:16:30,3970,session_79829,search,,,tablet,Firefox,486
27196,2024-11-05T13:54:34,3030,session_8437,category,,,tablet,Safari,1710
27197,2024-12-16T16:26:16,2879,session_89957,product_detail,31,,desktop,Samsung Internet,1007
27198,2021-01-13T00:08:18,,session_39352,category,,,tablet,Samsung Internet,897
27199,2022-05-20T03:23:08,,session_52194,home,,,desktop,Safari,799
27200,2022-04-05T22:22:28,,session_93076,product_detail,36,,mobile,Samsung Internet,441
27201,2021-02-26T16:57:30,,session_28103,cart,,,desktop,Safari,919
27202,2023-12-26T19:20:23,,session_59414,home,,,tablet,Edge,1013
27203,2022-06-29T11:19:01,,session_53429,cart,,,mobile,Safari,1475
27204,2021-09-16T03:53:07,1643,session_4172,cart,,,tablet,Chrome,1006
